"zip_code","borough","rental_price","neighborhood","date"
10003,"Manhattan",4308.52348478052,"Lower East Side","x2023_11_30"
10003,"Manhattan",4255.11606254434,"Lower East Side","x2023_12_31"
10003,"Manhattan",4229.5298642283,"Lower East Side","x2024_01_31"
10003,"Manhattan",4288.43837204456,"Lower East Side","x2024_02_29"
10003,"Manhattan",4366.63274428019,"Lower East Side","x2024_03_31"
10003,"Manhattan",4480.388869116,"Lower East Side","x2024_04_30"
10003,"Manhattan",4524.78028279911,"Lower East Side","x2024_05_31"
10003,"Manhattan",4546.73593772143,"Lower East Side","x2024_06_30"
10003,"Manhattan",4538.12176901881,"Lower East Side","x2024_07_31"
10003,"Manhattan",4539.8113684404,"Lower East Side","x2024_08_31"
10004,"Manhattan",3106.61371482755,"Lower Manhattan","x2017_01_31"
10004,"Manhattan",3099.21629601208,"Lower Manhattan","x2017_02_28"
10004,"Manhattan",3067.8547690512,"Lower Manhattan","x2017_03_31"
10004,"Manhattan",3040.27587710507,"Lower Manhattan","x2017_04_30"
10004,"Manhattan",3075.49735469233,"Lower Manhattan","x2017_05_31"
10004,"Manhattan",3081.71287976402,"Lower Manhattan","x2017_06_30"
10004,"Manhattan",3135.0942800706,"Lower Manhattan","x2017_07_31"
10004,"Manhattan",3142.42830872837,"Lower Manhattan","x2017_08_31"
10004,"Manhattan",3164.42233036284,"Lower Manhattan","x2017_09_30"
10004,"Manhattan",3104.15391179549,"Lower Manhattan","x2017_10_31"
10004,"Manhattan",3069.69604792497,"Lower Manhattan","x2017_11_30"
10004,"Manhattan",3041.28810672285,"Lower Manhattan","x2017_12_31"
10004,"Manhattan",3049.82707151738,"Lower Manhattan","x2018_01_31"
10004,"Manhattan",3082.8490680552,"Lower Manhattan","x2018_02_28"
10004,"Manhattan",3035.16428060584,"Lower Manhattan","x2018_03_31"
10004,"Manhattan",3063.06777039753,"Lower Manhattan","x2018_04_30"
10004,"Manhattan",3049.06403402588,"Lower Manhattan","x2018_05_31"
10004,"Manhattan",3122.03275096342,"Lower Manhattan","x2018_06_30"
10004,"Manhattan",3168.84352265185,"Lower Manhattan","x2018_07_31"
10004,"Manhattan",3168.60162024936,"Lower Manhattan","x2018_08_31"
10004,"Manhattan",3184.98388290968,"Lower Manhattan","x2018_09_30"
10004,"Manhattan",3158.25185737536,"Lower Manhattan","x2018_10_31"
10004,"Manhattan",3111.56270225112,"Lower Manhattan","x2018_11_30"
10004,"Manhattan",3069.92847087493,"Lower Manhattan","x2018_12_31"
10004,"Manhattan",3064.40710767791,"Lower Manhattan","x2019_01_31"
10004,"Manhattan",3122.2029379232,"Lower Manhattan","x2019_02_28"
10004,"Manhattan",3139.57823204689,"Lower Manhattan","x2019_03_31"
10004,"Manhattan",3189.61989956888,"Lower Manhattan","x2019_04_30"
10004,"Manhattan",3219.33391366185,"Lower Manhattan","x2019_05_31"
10004,"Manhattan",3260.49966942025,"Lower Manhattan","x2019_06_30"
10004,"Manhattan",3293.89287323034,"Lower Manhattan","x2019_07_31"
10004,"Manhattan",3309.21992620391,"Lower Manhattan","x2019_08_31"
