RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2020/1/31,2020/2/29,2020/3/31,2020/4/30,2020/5/31,2020/6/30,2020/7/31,2020/8/31,2020/9/30,2020/10/31,2020/11/30,2020/12/31,2021/1/31,2021/2/28,2021/3/31,2021/4/30,2021/5/31,2021/6/30,2021/7/31,2021/8/31,2021/9/30,2021/10/31,2021/11/30,2021/12/31,2022/1/31,2022/2/28,2022/3/31,2022/4/30,2022/5/31,2022/6/30,2022/7/31,2022/8/31,2022/9/30,2022/10/31,2022/11/30,2022/12/31,2023/1/31,2023/2/28,2023/3/31,2023/4/30,2023/5/31,2023/6/30,2023/7/31,2023/8/31,2023/9/30,2023/10/31,2023/11/30,2023/12/31,2024/1/31,2024/2/29,2024/3/31,2024/4/30,2024/5/31,2024/6/30,2024/7/31,2024/8/31,2024/9/30,2024/10/31
62919,4122,13045,zip,NY,NY,Cortland,"Cortland, NY",Cortland County,132844.4704,133428.7377,134074.691,134954.2625,135655.8476,136024.9597,136306.7146,136800.5701,138148.2797,139935.7377,142150.3856,144154.7966,145746.3893,147066.3439,148383.02,149981.6436,151831.5782,153606.8312,154728.9541,155280.2087,155415.892,155842.1106,156716.4014,157760.5101,159480.5861,161238.8347,163280.7746,164708.6439,166100.8855,168134.893,170330.9207,171745.5082,172064.069,172122.3088,172440.7415,172897.6591,172862.426,172908.4164,173216.2289,174177.2808,175570.0126,177035.4383,178349.2698,179204.583,179789.7315,180251.1394,180866.3942,181473.9013,182208.4844,182958.2767,183851.8774,185196.4093,186886.2973,188251.9569,188923.8549,189319.814,189853.8291,190686.6336
62524,4128,12303,zip,NY,NY,Schenectady,"Albany-Schenectady-Troy, NY",Schenectady County,196361.1622,197477.7429,198547.8428,199413.6954,199961.7413,200570.7584,201299.8848,202307.0528,203953.9811,205916.1533,208263.0495,210527.6157,212684.4627,215142.9956,217759.5925,220300.263,222827.0506,225284.5907,227734.8301,229478.8621,230620.7947,231655.6732,233037.6723,234325.2423,235800.6084,237234.2901,239296.5518,241776.9018,244074.8031,246390.734,248378.0144,250010.753,250687.3127,250855.007,251086.5753,251405.7901,251411.3941,251801.1642,252402.0618,253719.5257,255404.3785,257829.4531,260118.9016,261751.7395,262694.9851,263440.5595,264539.9992,265902.906,267355.4559,268667.6138,270426.9102,272651.9338,275102.6588,277069.0065,278667.7019,280216.0017,281962.0567,283166.06
61779,4135,10303,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,416499.0326,416914.1241,417561.858,418205.0838,418842.8252,418473.2214,417946.6967,417781.6044,418332.4926,419056.2394,420421.2,422404.2936,424410.221,426394.9586,428264.286,430155.7529,432462.6502,434967.6371,438230.0629,440886.7587,444208.918,447827.9743,451920.5957,455656.3231,459280.8011,463110.2193,467430.4198,471434.6149,475290.3988,478952.5749,481631.453,482470.3894,480992.9813,478836.4809,476957.8526,475778.0102,475085.7016,474560.6396,475009.9348,477437.2823,480868.0349,484118.6976,485988.0074,487410.7638,488081.6235,488107.1932,487609.9707,487992.71,489118.5826,490754.0736,493138.0889,496086.4347,499195.4623,501544.5248,503758.3744,506341.3057,508953.4376,511015.5358
63017,4147,13210,zip,NY,NY,Syracuse,"Syracuse, NY",Onondaga County,145917.93,146746.5752,147472.4954,147852.4656,148084.8049,148551.4909,149598.861,150909.5425,152835.6849,155033.5987,157383.7268,159114.6922,160389.5691,161910.1499,163853.4038,165811.1087,168220.3901,171212.6937,174318.1479,176313.4888,176594.9807,176247.2552,175994.7627,176217.8955,176933.8707,177963.7593,179630.0255,181798.2136,184207.196,186728.7534,188721.083,190244.7228,191291.2309,192045.5437,192369.4326,192304.6029,192143.0174,192820.3531,194379.3411,196818.2352,198883.5599,201271.742,204003.9698,207373.4293,209989.8904,212082.8108,213936.9357,216058.6448,218151.4167,220167.5586,222453.5372,225132.2118,227751.1463,230038.6453,231535.1294,232362.0991,232713.2248,232987.1808
62115,4173,11429,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,545867.362,548658.5619,552445.7585,556701.1741,559931.7859,561508.8438,562238.7771,563048.6006,564709.6159,565801.5272,568039.5197,571187.375,576153.7041,581771.6715,587798.2541,593870.5968,600166.6915,604690.3072,607296.2502,608113.8133,611038.5107,616052.7908,621768.3252,625883.757,629432.3238,633249.0894,638024.5729,642187.3314,646555.1148,651678.3024,654293.2908,654922.4661,650968.4723,648062.4202,645439.5648,644988.7069,645075.0826,644626.5984,644719.6764,646275.1,649496.2026,651616.2918,651686.854,650099.2186,649013.4708,649859.3089,650851.8859,652390.9426,653245.01,656256.9685,660442.5375,666317.208,669843.6759,672079.2912,674384.2589,679463.2792,685649.4569,690927.5674
62185,4176,11701,zip,NY,NY,Amityville,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,412125.2204,415757.5552,418612.8269,421419.3824,424682.7221,425198.5648,423957.2154,421552.2472,420426.6082,420917.0097,423000.3374,428319.2168,434419.8614,441470.901,447836.4667,453322.576,458321.9083,463416.7548,469112.226,474684.23,479697.124,484776.8292,490154.7002,496514.3823,500486.5595,502831.538,503330.6197,506065.1954,508993.354,511165.2756,514083.532,514843.5373,514386.06,511291.4475,509349.525,507231.8463,507204.8526,503910.7239,504572.5556,504577.8585,506280.9598,506648.5304,508888.6227,511728.2801,513379.6471,514072.0458,517963.5295,526152.6329,534435.3382,542319.5675,546816.9547,550039.7715,551402.7418,553790.6759,558653.6875,567038.8471,573101.8548,576533.0639
63517,4216,14424,zip,NY,NY,Canandaigua,"Rochester, NY",Ontario County,220508.1873,221250.1085,222260.0947,223153.8377,223812.9974,224463.3501,225679.882,227583.6153,230360.7464,233642.9012,237564.6042,241358.7498,244498.3362,246870.9404,248573.6656,250496.3844,253314.9074,257010.2322,260566.3984,262751.4251,263266.215,262999.7204,263039.1498,264151.6391,267415.3823,271657.5274,276714.4982,281569.2522,286292.6244,290702.6219,293541.1135,294989.6459,295161.2853,295243.2092,295408.6422,295614.9779,295355.9312,295304.1639,296201.5285,298615.3961,301857.8995,305539.3782,308670.7738,311289.5282,312864.2411,313759.9933,314124.4824,314071.8851,313972.6179,314441.9558,315917.9802,318418.534,321023.1324,323449.4819,325212.9625,327028.1371,328653.892,330419.7155
62102,4243,11416,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,624166.8579,626446.4489,628269.7346,629985.6776,630665.3898,630727.1376,631210.5934,632127.5076,634138.3275,635467.8875,637637.0548,640128.387,643404.6946,647216.2794,651361.3612,656200.0843,661233.9282,664452.5704,666495.0608,666474.7379,667855.2046,671266.4714,676568.1826,680981.0376,683727.8351,684156.6437,685282.2437,686582.1152,690727.2754,696958.5313,701097.7125,702168.7122,698766.3794,695995.9152,693872.7481,693247.7741,692731.8848,690941.8712,689222.6282,689062.7982,690178.3765,690462.1333,689812.0593,687696.3324,684933.0553,681874.2681,679698.7565,679682.7446,680314.5645,682629.4898,685506.8879,689035.9619,690091.49,689976.0667,690257.6423,692871.0474,696720.2245,699961.8193
61904,4252,10710,zip,NY,NY,Yonkers,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,513082.8668,517077.0735,521231.2665,525135.7331,527444.6088,527810.1323,525839.1856,524983.2022,526422.3195,531095.1551,539037.3777,548396.5204,556887.8261,564128.4222,570865.722,577002.6796,582805.43,588180.8569,592427.4844,593769.4881,592745.8497,591819.633,592503.6391,594063.2593,597358.946,601712.7814,608237.9586,614585.4969,621188.2819,628547.1778,635197.542,638531.5656,636747.0985,633235.4559,630515.9302,629307.819,628043.9973,628253.9931,629778.1155,633176.6063,636385.4019,640133.2948,644899.561,650611.0689,655388.3595,659177.0593,661405.408,663790.9262,665762.7337,669278.1309,674299.583,679429.972,683566.4383,685530.735,687125.8399,688646.8075,691858.8971,696183.7261
62644,4258,12533,zip,NY,NY,Hopewell Junction,"Poughkeepsie-Newburgh-Middletown, NY",Dutchess County,373944.8131,375128.8502,376822.9316,378224.1839,379010.4999,379660.8896,381249.8093,384306.8319,389033.2196,395117.344,402239.9559,409546.3391,416511.5756,423929.6167,431411.068,438763.3633,445557.8954,451545.7757,456140.1404,458576.9333,459882.4472,461102.6202,463291.4572,465651.7513,469354.0488,474416.2685,481830.4655,489951.8857,497703.4204,504681.0382,509664.5118,512404.2308,512374.0315,511653.994,510103.0126,507925.8517,505296.6143,503592.7594,503082.688,503733.6533,505268.1109,507945.9922,510607.0364,513123.6586,515250.804,517641.6748,519336.8225,520858.511,521581.187,522881.0039,525131.7191,528740.0059,532256.6367,535203.0644,537408.0215,539896.5691,541596.6733,543484.7068
61650,4279,10036,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1094676.755,1085909.414,1074769.116,1065565.029,1059003.776,1051065.854,1037975.196,1025361.25,1014457.344,1007079.084,1000927.845,997804.6564,995189.2368,990936.1835,986877.1151,983723.1033,988939.3787,997466.4861,1005892.307,1008394.766,1006166.041,1007419.435,1014510.129,1023455.191,1029853.873,1036729.472,1049908.532,1064958.732,1075701.644,1080704.836,1081793.268,1082101.203,1077665.333,1075264.813,1072183.488,1071949.883,1067675.401,1061059.558,1051077.288,1044977.484,1041697.901,1042671.239,1040699.394,1038055.601,1035112.738,1031620.334,1027253.382,1020189.416,1013477.832,1008012.111,1004972.827,1004631.991,1002816.319,1001996.028,1003201.622,1006243.05,1009181.449,1011288.907
62313,4344,11967,zip,NY,NY,Shirley,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,308631.2409,311179.1643,313036.7306,315234.398,317596.0566,319516.8958,320931.4683,322791.1751,326456.1748,330945.719,336469.3985,342756.6605,349194.8195,355379.674,360418.9574,365535.2562,371408.6953,377640.7463,382442.8051,385282.803,387837.8111,390994.4385,395634.3077,400330.7626,404804.0605,408841.3321,413277.3772,418760.3241,423774.9773,428416.0994,432246.0651,433970.9362,433452.883,430957.2555,428437.3012,426159.5376,427485.2922,429292.9182,432691.0083,435042.6286,436900.8404,437222.6247,437364.7332,439909.0111,443752.4695,447246.4772,449969.2505,453399.5984,456946.6143,461865.0202,466418.1153,471458.7321,475261.3583,479239.049,482706.7874,486515.7343,489876.8872,493143.3725
